DATETIME,53.286774 -6.245183,53.37331999999999 -6.274417,53.27174300000001 -6.213767,53.392515 -6.3001510000000005,53.305724 -6.298539,53.33436 -6.325958999999999,53.286170999999996 -6.26926,53.31470899999999 -6.279872,53.286745999999994 -6.178241000000001,53.419753 -6.226095,53.279585 -6.143119,53.299876 -6.179007,53.345507 -6.267847,53.32635500000001 -6.26315,53.382903000000006 -6.365292,53.250001 -6.191125,53.290882999999994 -6.13165,53.28704499999999 -6.196829,53.360381000000004 -6.257505999999999,53.253554 -6.13042,53.37786 -6.244234,53.370813 -6.315003,53.334192 -6.2782919999999995,53.26136700000001 -6.155157,53.369043999999995 -6.218948,53.358035 -6.268935,53.35383100000001 -6.231171,53.244865000000004 -6.137441,53.347601 -6.279674,53.33815 -6.238469,53.335933 -6.263602,53.323752 -6.247185,53.38201899999999 -6.165686,53.290172 -6.2298029999999995,53.370261 -6.193283999999999,53.333085 -6.30201,53.388753 -6.2069540000000005,53.347816 -6.256997,53.343677 -6.359943,53.353522999999996 -6.243812999999999,53.339977000000005 -6.220313,53.39818100000001 -6.264798000000001,53.313464 -6.209186,53.27951899999999 -6.164772,53.394076 -6.23744,53.35224300000001 -6.29433,53.305538 -6.253584,53.31748100000001 -6.232883999999999,53.3386 -6.251761,53.401607999999996 -6.172904
2020-03-24 20:00:00+00:00,57,76,58,61,56,55,73,57,57,79,59,57,57,54,68,73,58,59,53,58,58,79,58,61,75,53,57,59,56,54,58,53,76,53,59,55,77,52,60,53,57,61,73,57,78,57,58,60,53,53
2020-03-24 21:00:00+00:00,54,74,57,58,55,58,72,56,55,76,58,57,56,53,58,72,56,56,53,57,60,75,56,63,73,55,52,59,50,50,57,56,74,56,58,54,74,56,58,54,55,61,72,58,75,50,59,58,54,54
2020-03-24 22:00:00+00:00,56,75,59,58,56,58,74,56,59,75,62,61,57,56,63,74,59,57,57,59,62,75,57,68,74,54,55,62,58,55,57,59,75,56,60,58,75,52,58,56,60,61,74,59,75,59,58,62,56,56
2020-03-24 23:00:00+00:00,50,68,58,59,51,53,65,50,53,71,66,52,50,53,57,65,53,55,52,54,57,70,54,61,66,51,54,58,50,51,51,50,68,52,55,50,68,50,55,49,52,55,65,57,70,53,55,63,48,49
2020-03-25 00:00:00+00:00,60,79,73,65,60,64,77,60,63,79,66,66,61,59,76,77,78,62,63,60,74,80,61,71,78,58,59,76,60,61,61,72,78,62,66,64,79,58,59,63,66,62,77,73,79,68,65,70,61,63
2020-03-25 01:00:00+00:00,78,79,73,69,69,66,78,66,77,79,66,74,59,65,76,78,79,77,59,66,79,80,63,74,79,63,78,78,59,67,63,78,79,78,79,69,79,65,79,61,78,79,78,79,79,63,78,77,63,61
2020-03-25 02:00:00+00:00,79,80,71,76,78,75,79,78,79,79,78,78,69,78,74,79,78,79,62,78,79,80,79,79,79,60,67,77,66,69,67,77,79,79,79,78,79,66,79,64,78,79,77,79,79,73,77,77,67,64
2020-03-25 03:00:00+00:00,67,79,68,79,71,67,79,78,79,79,79,78,64,79,75,79,79,78,64,79,74,79,79,79,79,60,64,78,60,77,68,78,79,78,79,75,79,60,79,67,75,79,77,79,79,79,78,77,60,67
2020-03-25 04:00:00+00:00,63,77,74,80,71,64,76,75,76,79,71,76,58,75,75,76,71,76,63,76,77,78,75,76,76,68,76,76,57,75,61,75,77,74,77,75,77,60,77,75,76,79,76,68,78,75,75,75,63,75
2020-03-25 05:00:00+00:00,75,78,66,83,76,76,76,75,76,81,76,66,57,75,78,76,77,76,58,77,78,80,75,76,77,57,75,76,62,75,63,75,78,73,77,75,79,57,69,66,74,82,75,76,80,75,75,75,63,66
2020-03-25 06:00:00+00:00,76,79,74,79,62,64,77,76,77,79,78,77,61,63,79,77,67,77,63,75,70,79,76,76,78,76,65,73,57,61,63,76,78,76,78,76,79,60,79,68,77,79,77,76,79,76,76,76,62,68
2020-03-25 07:00:00+00:00,76,78,70,81,76,72,76,60,76,80,77,66,60,66,80,76,77,75,59,57,74,80,70,65,77,62,65,66,60,62,59,75,78,75,77,64,78,57,78,63,76,80,76,76,79,64,64,74,62,63
2020-03-25 08:00:00+00:00,77,77,77,76,76,77,77,76,77,77,76,76,75,76,77,76,76,77,75,72,77,77,72,76,77,76,75,74,77,72,76,76,76,74,77,77,77,68,77,61,76,76,76,76,77,77,76,75,77,61
2020-03-25 09:00:00+00:00,69,76,71,63,76,73,78,72,71,77,70,72,72,58,57,79,72,71,58,67,74,78,73,67,77,61,56,75,70,56,68,72,77,74,74,71,77,61,76,58,59,71,75,73,77,74,69,71,65,58
2020-03-25 10:00:00+00:00,54,71,62,61,66,59,80,66,61,80,63,52,55,64,68,79,64,59,53,61,65,81,69,63,80,64,56,65,65,51,58,52,79,60,75,56,80,59,72,57,53,67,73,56,80,60,67,59,55,57
2020-03-25 11:00:00+00:00,59,74,65,65,66,58,78,64,58,81,60,52,69,58,59,77,56,52,54,61,54,82,63,65,79,64,54,53,61,47,63,66,81,54,68,52,81,58,64,53,53,67,72,58,71,58,66,59,56,53
2020-03-25 12:00:00+00:00,57,82,46,59,62,63,76,59,59,82,60,48,67,59,73,75,57,44,56,58,57,82,66,59,77,65,55,58,58,48,57,54,81,57,67,60,82,56,64,48,47,68,68,51,82,53,63,59,55,48
2020-03-25 13:00:00+00:00,54,73,54,66,63,56,71,56,55,73,55,54,58,51,56,70,50,49,54,48,51,73,59,56,73,52,51,56,59,47,56,49,73,49,63,57,73,51,60,51,48,73,63,49,73,51,56,55,48,51
2020-03-25 14:00:00+00:00,54,74,49,56,64,54,71,57,52,76,55,49,71,54,77,67,53,49,58,53,56,77,62,49,71,65,39,54,65,47,59,55,75,50,64,54,76,61,66,49,41,67,58,53,74,53,59,54,53,49
2020-03-25 15:00:00+00:00,55,76,50,57,66,56,73,55,54,76,53,49,58,58,61,70,55,49,58,50,57,76,65,55,73,68,46,55,63,44,57,45,75,48,65,54,76,58,63,49,41,68,59,51,73,58,57,56,51,49
2020-03-25 16:00:00+00:00,57,75,68,62,66,55,75,61,63,75,64,55,54,63,72,74,62,64,55,62,65,75,65,64,75,58,61,63,66,55,62,66,75,58,68,60,75,46,59,57,55,62,76,55,75,54,66,68,57,57
2020-03-25 17:00:00+00:00,63,72,66,63,66,65,71,63,64,73,66,62,61,63,68,70,64,63,59,63,66,73,64,66,72,62,61,67,61,59,61,65,72,64,69,64,72,58,67,60,60,66,70,64,71,65,66,66,60,60
2020-03-25 18:00:00+00:00,50,68,55,53,54,53,67,50,54,70,52,51,47,49,53,66,53,51,50,53,45,69,54,53,68,52,49,54,51,45,55,52,68,53,56,45,69,45,50,45,43,57,59,52,69,49,57,54,50,45
2020-03-25 19:00:00+00:00,40,57,43,51,45,41,54,42,44,62,43,42,42,41,54,54,44,43,40,42,41,60,44,50,56,39,43,47,39,39,42,39,57,41,47,40,58,42,49,40,41,49,54,43,59,44,44,42,44,40
2020-03-25 20:00:00+00:00,42,59,44,51,44,42,56,44,44,63,46,42,42,41,53,56,45,43,44,48,49,62,47,39,57,43,42,48,41,40,41,43,58,42,49,42,59,41,45,39,41,54,56,42,61,41,44,51,45,39
2020-03-25 21:00:00+00:00,44,59,48,52,45,47,57,46,48,61,48,43,46,44,58,57,47,46,43,45,50,60,48,50,58,45,42,49,44,40,45,48,59,46,54,42,59,46,42,44,43,49,57,49,60,46,46,48,41,44
2020-03-25 22:00:00+00:00,37,48,39,45,38,39,45,38,38,52,39,39,37,37,48,45,38,39,37,39,38,51,38,42,47,37,38,38,36,37,37,37,48,38,39,37,49,37,39,37,37,44,45,39,50,38,38,40,37,37
2020-03-25 23:00:00+00:00,39,49,41,42,39,39,47,38,39,50,42,39,38,38,46,47,39,38,38,40,40,50,38,47,48,38,38,46,38,38,39,38,49,38,41,39,49,38,40,37,38,39,47,42,50,39,40,46,38,37
2020-03-26 00:00:00+00:00,39,46,48,36,40,42,49,40,39,44,45,41,39,39,40,49,39,39,39,41,41,44,40,47,47,40,41,45,39,40,41,43,46,44,39,40,46,39,39,39,40,38,49,42,45,44,43,48,39,39
2020-03-26 01:00:00+00:00,35,36,35,38,35,34,35,32,35,37,36,35,31,33,36,35,36,35,32,36,36,37,32,35,36,32,33,35,31,32,32,35,36,34,36,34,36,31,36,33,34,36,35,35,37,34,35,34,31,33
2020-03-26 02:00:00+00:00,35,38,36,39,36,34,36,36,37,39,37,37,33,36,38,36,37,36,34,37,38,39,36,37,37,34,34,36,32,33,33,36,38,36,37,36,38,33,36,33,36,38,36,37,39,36,36,36,33,33
2020-03-26 03:00:00+00:00,62,57,59,47,61,60,61,63,59,53,60,61,53,63,50,62,59,61,53,59,57,54,60,60,59,53,62,60,51,54,54,55,57,62,58,63,56,54,57,51,53,52,62,60,54,58,63,63,54,51
2020-03-26 04:00:00+00:00,38,42,41,42,39,36,42,39,42,42,42,42,38,40,41,42,42,42,37,42,39,42,38,42,42,38,42,42,38,38,38,42,42,42,42,35,42,38,42,42,42,42,42,42,42,37,42,42,42,42
2020-03-26 05:00:00+00:00,64,63,57,59,64,55,64,64,64,62,57,55,54,64,58,65,64,65,59,64,63,62,64,64,64,55,57,64,55,57,64,64,63,64,64,55,63,54,59,64,64,54,65,64,63,63,55,64,64,64
2020-03-26 06:00:00+00:00,64,64,59,64,55,64,64,64,64,64,54,64,50,64,62,64,64,58,53,64,62,64,64,64,64,53,54,64,53,56,64,64,64,64,64,57,64,50,64,55,52,64,64,60,53,64,64,64,64,55
2020-03-26 07:00:00+00:00,70,70,65,68,70,68,70,57,70,70,58,60,54,59,60,70,61,65,53,70,70,70,57,68,70,58,57,65,56,59,58,70,70,68,70,57,70,54,66,57,66,70,70,65,57,70,70,70,59,57
2020-03-26 08:00:00+00:00,69,81,70,66,77,69,81,72,68,81,61,71,67,62,74,78,61,74,61,71,69,81,67,69,79,64,58,73,66,63,66,68,81,69,76,64,81,61,81,59,61,67,77,70,81,69,76,68,66,59
2020-03-26 09:00:00+00:00,59,83,69,62,75,65,79,66,74,82,69,65,68,57,63,77,64,68,55,71,58,82,69,66,83,63,58,66,65,56,67,67,82,65,71,69,82,59,67,54,59,69,81,59,82,59,72,67,62,54
2020-03-26 10:00:00+00:00,59,63,58,58,65,66,79,55,59,83,59,59,59,63,70,76,58,57,51,59,56,83,68,63,77,55,53,52,57,48,60,59,83,58,65,57,82,54,65,52,49,59,69,57,82,54,64,59,57,52
2020-03-26 11:00:00+00:00,55,81,58,58,64,62,78,59,59,81,63,54,60,59,65,76,58,51,51,63,56,81,59,58,78,58,55,58,57,45,56,59,81,58,66,55,81,54,62,52,50,64,70,58,68,64,58,59,56,52
2020-03-26 12:00:00+00:00,52,74,55,56,56,54,71,53,56,77,50,49,56,55,65,69,52,54,54,55,55,76,55,56,72,52,51,54,52,41,54,48,74,51,59,52,74,53,53,54,47,59,61,51,63,55,55,55,54,54
2020-03-26 13:00:00+00:00,57,71,61,61,64,61,71,57,57,79,58,54,59,60,61,68,55,52,57,58,49,80,60,58,79,65,53,58,61,47,56,54,78,57,68,51,79,61,55,56,50,67,68,56,80,66,58,57,57,56
